Name,Codename,Cores,Clock,Socket,Process,L3 Cache,TDP,Released
Athlon 1000,Thunderbird C,1,1000 MHz,Socket A,180 nm,,54 W,"Oct 31st, 2000"
Athlon 1133,Thunderbird C,1,1133 MHz,Socket A,180 nm,,63 W,"Oct 31st, 2000"
Athlon 1200,Thunderbird C,1,1200 MHz,Socket A,180 nm,,66 W,"Oct 31st, 2000"
Athlon 1200,Thunderbird B,1,1200 MHz,Socket A,180 nm,,66 W,"Oct 17th, 2000"
Athlon 1100,Thunderbird B,1,1100 MHz,Socket A,180 nm,,60 W,"Aug 14th, 2000"
Athlon 1000,Thunderbird B,1,1000 MHz,Socket A,180 nm,,54 W,"Jun 5th, 2000"
Athlon 600,Thunderbird,1,600 MHz,Socket A,180 nm,,38 W,"Jun 5th, 2000"
Athlon 650,Thunderbird,1,650 MHz,Socket A,180 nm,,38 W,"Jun 5th, 2000"
Athlon 700,Thunderbird,1,700 MHz,Socket A,180 nm,,40 W,"Jun 5th, 2000"
Athlon 750,Thunderbird,1,750 MHz,Socket A,180 nm,,43 W,"Jun 5th, 2000"
Athlon 800,Thunderbird,1,800 MHz,Socket A,180 nm,,45 W,"Jun 5th, 2000"
Athlon 850,Thunderbird,1,850 MHz,Socket A,180 nm,,47 W,"Jun 5th, 2000"
Athlon 900,Thunderbird,1,900 MHz,Socket A,180 nm,,50 W,"Jun 5th, 2000"
Athlon 950,Thunderbird,1,950 MHz,Socket A,180 nm,,52 W,"Jun 5th, 2000"
Pentium 4 1.4,Willamette,1,1400 MHz,Socket 423,180 nm,,55 W,"Nov 20th, 2000"
Pentium 4 1.5,Willamette,1,1500 MHz,Socket 423,180 nm,,58 W,"Nov 20th, 2000"
Pentium III 1133,Coppermine,1,1133 MHz,Socket 370,180 nm,,29 W,"Jul 31st, 2000"
Athlon XP 1900+,Palomino,1,1600 MHz,Socket A,180 nm,,68 W,"Nov 5th, 2001"
Athlon XP 1500+,Palomino,1,1333 MHz,Socket A,180 nm,,60 W,"Oct 9th, 2001"
Athlon XP 1600+,Palomino,1,1400 MHz,Socket A,180 nm,,63 W,"Oct 9th, 2001"
Athlon XP 1700+,Palomino,1,1467 MHz,Socket A,180 nm,,64 W,"Oct 9th, 2001"
Athlon XP 1800+,Palomino,1,1533 MHz,Socket A,180 nm,,66 W,"Oct 9th, 2001"
Athlon 1400,Thunderbird C,1,1400 MHz,Socket A,180 nm,,72 W,"Jun 6th, 2001"
Athlon 1400,Thunderbird B,1,1400 MHz,Socket A,180 nm,,72 W,"Jun 6th, 2001"
Athlon 1300,Thunderbird B,1,1300 MHz,Socket A,180 nm,,68 W,"Mar 21st, 2001"
Athlon 1333,Thunderbird C,1,1333 MHz,Socket A,180 nm,,70 W,"Mar 21st, 2001"
Athlon 64 3000+,Venice,1,2000 MHz,Socket 754,90 nm,,51 W,"Jan 1st, 2001"
Athlon 64 3000+,Venice,1,2000 MHz,Socket 754,90 nm,,51 W,"Jan 1st, 2001"
Athlon 64 3200+,Venice,1,2.2 GHz,Socket 754,90 nm,,59 W,"Jan 1st, 2001"
Athlon 64 3200+,Clawhammer,1,2.2 GHz,Socket 754,130 nm,,89 W,"Jan 1st, 2001"
Athlon 64 3400+,Venice,1,2.4 GHz,Socket 754,90 nm,,67 W,"Jan 1st, 2001"
Athlon 64 3400+,Venice,1,2.2 GHz,Socket 939,90 nm,,67 W,"Jan 1st, 2001"
Athlon 64 3400+,Clawhammer,1,2.4 GHz,Socket 754,130 nm,,89 W,"Jan 1st, 2001"
Athlon 64 3500+,San Diego,1,2.2 GHz,Socket 939,90 nm,,67 W,"Jan 1st, 2001"
Athlon 64 4000+,Toledo,1,2.4 GHz,Socket 939,90 nm,,89 W,"Jan 1st, 2001"
Athlon 64 X2 3600+,Manchester,2,2000 MHz,Socket 939,90 nm,,89 W,"Jan 1st, 2001"
Athlon XP 1600+,Thoroughbred,1,1400 MHz,Socket A,130 nm,,49 W,"Jan 1st, 2001"
Athlon XP 1700+,Thoroughbred,1,1467 MHz,Socket A,130 nm,,50 W,"Jan 1st, 2001"
Athlon XP 1700+,Thoroughbred,1,1467 MHz,Socket A,130 nm,,50 W,"Jan 1st, 2001"
Athlon XP 1800+,Thoroughbred,1,1533 MHz,Socket A,130 nm,,51 W,"Jan 1st, 2001"
Athlon XP 1900+,Thoroughbred,1,1600 MHz,Socket A,130 nm,,53 W,"Jan 1st, 2001"
Athlon XP 2100+,Thoroughbred,1,1733 MHz,Socket A,130 nm,,62 W,"Jan 1st, 2001"
Athlon XP 2200+,Thoroughbred,1,1800 MHz,Socket A,130 nm,,63 W,"Jan 1st, 2001"
Athlon XP 2600+ DTR,Barton,1,1917 MHz,Socket A,130 nm,,68 W,"Jan 1st, 2001"
Athlon XP 2800+ DTR,Barton,1,2.083 GHz,Socket A,130 nm,,68 W,"Jan 1st, 2001"
Athlon XP-M 2000+,Barton,1,1533 MHz,Socket A,130 nm,,45 W,"Jan 1st, 2001"
Athlon XP-M 2200+,Barton,1,1667 MHz,Socket A,130 nm,,45 W,"Jan 1st, 2001"
Athlon XP-M 2400+,Barton,1,1800 MHz,Socket A,130 nm,,45 W,"Jan 1st, 2001"
Athlon XP-M 2500+,Barton,1,1862 MHz,Socket A,130 nm,,45 W,"Jan 1st, 2001"
Athlon XP-M 2600+,Barton,1,2000 MHz,Socket A,130 nm,,45 W,"Jan 1st, 2001"
Athlon XP-M 3000+,Barton,1,2.2 GHz,Socket A,130 nm,,45 W,"Jan 1st, 2001"
Sempron 2200+,Barton,1,1500 MHz,Socket A,130 nm,,62 W,"Jan 1st, 2001"
Sempron 2300+,Barton,1,1583 MHz,Socket A,130 nm,,62 W,"Jan 1st, 2001"
Sempron 2400+,Barton,1,1667 MHz,Socket A,130 nm,,62 W,"Jan 1st, 2001"
Sempron 2500+,Barton,1,1750 MHz,Socket A,130 nm,,62 W,"Jan 1st, 2001"
Sempron 2600+,Barton,1,1833 MHz,Socket A,130 nm,,62 W,"Jan 1st, 2001"
Sempron 2600+,Paris,1,1600 MHz,Socket 754,130 nm,,25 W,"Jan 1st, 2001"
Sempron 2800+,Barton,1,2000 MHz,Socket A,130 nm,,62 W,"Jan 1st, 2001"
Sempron 2800+,Paris,1,1600 MHz,Socket 754,130 nm,,25 W,"Jan 1st, 2001"
Sempron 3000+,Paris,1,1800 MHz,Socket 754,130 nm,,25 W,"Jan 1st, 2001"
Sempron 3100+,Paris,1,1800 MHz,Socket 754,130 nm,,25 W,"Jan 1st, 2001"
Sempron 3300+,Barton,1,2.2 GHz,Socket A,130 nm,,62 W,"Jan 1st, 2001"
Pentium III 1333,Tualatin,1,1333 MHz,Socket 370,130 nm,,30 W,"Dec 1st, 2001"
Pentium III 1400,Tualatin,1,1400 MHz,Socket 370,130 nm,,31 W,"Dec 1st, 2001"
Pentium 4 1.4,Willamette,1,1400 MHz,Socket 478,180 nm,,55 W,"Aug 27th, 2001"
Pentium 4 1.5,Willamette,1,1500 MHz,Socket 478,180 nm,,58 W,"Aug 27th, 2001"
Pentium 4 1.6,Willamette,1,1600 MHz,Socket 478,180 nm,,61 W,"Aug 27th, 2001"
Pentium 4 1.7,Willamette,1,1700 MHz,Socket 478,180 nm,,64 W,"Aug 27th, 2001"
Pentium 4 1.80,Willamette,1,1800 MHz,Socket 478,180 nm,,67 W,"Aug 27th, 2001"
Pentium 4 1.9,Willamette,1,1900 MHz,Socket 423,180 nm,,69 W,"Aug 27th, 2001"
Pentium 4 1.9,Willamette,1,1900 MHz,Socket 478,180 nm,,69 W,"Aug 27th, 2001"
Pentium 4 2.0,Willamette,1,2000 MHz,Socket 423,180 nm,,72 W,"Aug 27th, 2001"
Pentium 4 2.0,Willamette,1,2000 MHz,Socket 478,180 nm,,72 W,"Aug 27th, 2001"
Pentium 4 1.6,Willamette,1,1600 MHz,Socket 423,180 nm,,61 W,"Jul 2nd, 2001"
Pentium 4 1.8A,Willamette,1,1800 MHz,Socket 423,180 nm,,67 W,"Jul 2nd, 2001"
Pentium III 1000,Tualatin,1,1000 MHz,Socket 370,130 nm,,30 W,"Jul 1st, 2001"
Pentium III 1133,Tualatin,1,1133 MHz,Socket 370,130 nm,,29 W,"Jul 1st, 2001"
Pentium III 1200,Tualatin,1,1200 MHz,Socket 370,130 nm,,30 W,"Jul 1st, 2001"
Pentium III 1266S,Tualatin,1,1266 MHz,Socket 370,130 nm,,30 W,"Jul 1st, 2001"
Pentium III 800,Coppermine T,1,800 MHz,Socket 370,180 nm,,38 W,"Jun 1st, 2001"
Pentium III 866,Coppermine T,1,866 MHz,Socket 370,180 nm,,38 W,"Jun 1st, 2001"
Pentium III 933,Coppermine T,1,933 MHz,Socket 370,180 nm,,27 W,"Jun 1st, 2001"
Pentium III 1000,Coppermine T,1,1000 MHz,Socket 370,180 nm,,29 W,"Jun 1st, 2001"
Pentium III 1000S,Tualatin,1,1000 MHz,Socket 370,130 nm,,30 W,"Jun 1st, 2001"
Pentium III 1133,Coppermine T,1,1133 MHz,Socket 370,180 nm,,29 W,"Jun 1st, 2001"
Pentium III 1133S,Tualatin,1,1133 MHz,Socket 370,130 nm,,29 W,"Jun 1st, 2001"
Pentium 4 1.7,Willamette,1,1700 MHz,Socket 423,180 nm,,64 W,"Apr 23rd, 2001"
Pentium 4 1.3,Willamette,1,1300 MHz,Socket 478,180 nm,,52 W,"Jan 3rd, 2001"
Pentium 4 2.0,Northwood,1,2000 MHz,Socket 478,130 nm,,110 W,"Jan 1st, 2001"
Pentium 4 HT 515,Prescott,1 / 2,2.933 GHz,Socket 775,90 nm,,84 W,"Jan 1st, 2001"
Pentium 4 HT 515,Prescott,1 / 2,2.933 GHz,Socket 775,90 nm,,84 W,"Jan 1st, 2001"
Pentium 4 HT 516,Prescott,1 / 2,2.933 GHz,Socket 775,90 nm,,84 W,"Jan 1st, 2001"
Pentium 4 HT 516,Prescott,1 / 2,2.933 GHz,Socket 775,90 nm,,84 W,"Jan 1st, 2001"
Pentium 4 HT 517,Prescott,1 / 2,2.933 GHz,Socket 775,90 nm,,84 W,"Jan 1st, 2001"
Pentium 4 HT 517,Prescott,1 / 2,2.933 GHz,Socket 775,90 nm,,84 W,"Jan 1st, 2001"
Pentium 4 HT 524,Prescott,1 / 2,3.06 GHz,Socket 775,90 nm,,84 W,"Jan 1st, 2001"
Pentium 4 HT 524,Prescott,1 / 2,3.06 GHz,Socket 775,90 nm,,84 W,"Jan 1st, 2001"
Athlon XP-M 2200+,Thoroughbred,1,1800 MHz,Socket A,130 nm,,45 W,"Nov 11th, 2002"
Athlon XP 2600+,Thoroughbred,1,2.133 GHz,Socket A,130 nm,,68 W,"Oct 1st, 2002"
Athlon XP 2700+,Thoroughbred,1,2.167 GHz,Socket A,130 nm,,68 W,"Oct 1st, 2002"
Athlon XP 2800+,Thoroughbred,1,2.25 GHz,Socket A,130 nm,,74 W,"Oct 1st, 2002"
Athlon XP 2400+,Thoroughbred,1,2000 MHz,Socket A,130 nm,,65 W,"Aug 21st, 2002"
Athlon XP 2400+,Thoroughbred,1,2000 MHz,Socket A,130 nm,,68 W,"Aug 21st, 2002"
Athlon XP 2600+,Thoroughbred,1,2.083 GHz,Socket A,130 nm,,68 W,"Aug 21st, 2002"
Athlon XP 1800+,Thoroughbred,1,1533 MHz,Socket A,130 nm,,51 W,"Jun 10th, 2002"
Athlon XP 2000+,Thoroughbred,1,1667 MHz,Socket A,130 nm,,60 W,"Jun 10th, 2002"
Athlon XP 2000+,Thoroughbred,1,1667 MHz,Socket A,130 nm,,60 W,"Jun 10th, 2002"
Athlon XP 2200+,Thoroughbred,1,1800 MHz,Socket A,130 nm,,68 W,"Jun 10th, 2002"
Athlon XP 2100+,Palomino,1,1733 MHz,Socket A,180 nm,,72 W,"Mar 13th, 2002"
Athlon XP 2000+,Palomino,1,1667 MHz,Socket A,180 nm,,70 W,"Jan 7th, 2002"
Celeron 2.10,Northwood,1,2.1 GHz,Socket 478,130 nm,,73 W,"Nov 20th, 2002"
Celeron 2.20,Northwood,1,2.2 GHz,Socket 478,130 nm,,73 W,"Nov 20th, 2002"
Xeon 2.66,Prestonia,1,2.66 GHz,Socket 604,130 nm,,89 W,"Nov 18th, 2002"
Celeron 2.0,Northwood,1,2000 MHz,Socket 478,130 nm,,73 W,"Sep 18th, 2002"
Celeron 2.0,Northwood,1,2000 MHz,Socket 478,130 nm,,73 W,"Sep 18th, 2002"
Pentium 4-M 2.20,Northwood,1,2.2 GHz,Socket 478,130 nm,,35 W,"Sep 16th, 2002"
Xeon 2.8,Prestonia,1,2.79 GHz,Socket 604,130 nm,,89 W,"Sep 11th, 2002"
Pentium 4 2.60,Northwood,1,2.6 GHz,Socket 478,130 nm,,92 W,"Aug 25th, 2002"
Pentium 4 2.66,Northwood,1,2.66 GHz,Socket 478,130 nm,,110 W,"Aug 25th, 2002"
Pentium 4 2.80,Northwood,1,2.793 GHz,Socket 478,130 nm,,110 W,"Aug 25th, 2002"
Pentium 4-M 1.90,Northwood,1,1900 MHz,Socket 478,130 nm,,32 W,"Jun 24th, 2002"
Pentium 4-M 2.00,Northwood,1,2000 MHz,Socket 478,130 nm,,32 W,"Jun 24th, 2002"
Pentium 4 2.4,Northwood,1,2.4 GHz,Socket 478,130 nm,,92 W,"May 6th, 2002"
Pentium 4 2.53,Northwood,1,2.527 GHz,Socket 478,130 nm,,110 W,"May 6th, 2002"
Pentium 4-M 1.40,Northwood,1,1400 MHz,Socket 478,130 nm,,21 W,"Apr 23rd, 2002"
Pentium 4-M 1.50,Northwood,1,1500 MHz,Socket 478,130 nm,,26 W,"Apr 23rd, 2002"
Pentium 4-M 1.80,Northwood,1,1800 MHz,Socket 478,130 nm,,30 W,"Apr 23rd, 2002"
Xeon 2.4,Prestonia,1,2.394 GHz,Socket 604,130 nm,,89 W,"Apr 23rd, 2002"
Pentium 4 2.4,Northwood,1,2.4 GHz,Socket 478,130 nm,,110 W,"Apr 2nd, 2002"
Pentium 4-M 1.60,Northwood,1,1600 MHz,Socket 478,130 nm,,30 W,"Mar 4th, 2002"
Pentium 4-M 1.70,Northwood,1,1700 MHz,Socket 478,130 nm,,30 W,"Mar 4th, 2002"
Xeon 2.0,Prestonia,1,2000 MHz,Socket 604,130 nm,,89 W,"Feb 25th, 2002"
Pentium III 1400S,Tualatin,1,1400 MHz,Socket 370,130 nm,,32 W,"Jan 8th, 2002"
Pentium 4 2.0,Northwood,1,2000 MHz,Socket 478,130 nm,,92 W,"Jan 7th, 2002"
Pentium 4 2.2,Northwood,1,2.2 GHz,Socket 478,130 nm,,92 W,"Jan 7th, 2002"
Pentium 4 2.26,Northwood,1,2.261 GHz,Socket 478,130 nm,,110 W,"Jan 7th, 2002"
Athlon 64 3000+,Clawhammer,1,2000 MHz,Socket 754,130 nm,,89 W,"Dec 15th, 2003"
Athlon XP 3100+,Thorton,1,2.2 GHz,Socket A,130 nm,,68 W,"Dec 1st, 2003"
Opteron 148,SledgeHammer,1,2.2 GHz,Socket 940,130 nm,,89 W,"Nov 17th, 2003"
Opteron 248,SledgeHammer,1,2.2 GHz,Socket 940,130 nm,,89 W,"Nov 17th, 2003"
Opteron 848,SledgeHammer,1,2.2 GHz,Socket 940,130 nm,,89 W,"Nov 17th, 2003"
Athlon 64 3200+,Clawhammer,1,2000 MHz,Socket 754,130 nm,,89 W,"Sep 23rd, 2003"
Athlon 64 FX-51,SledgeHammer,1,2.2 GHz,Socket 940,130 nm,,89 W,"Sep 23rd, 2003"
Athlon XP 2600+,Barton,1,1917 MHz,Socket A,130 nm,,68 W,"Sep 13th, 2003"
Opteron 140,SledgeHammer,1,1400 MHz,Socket 940,130 nm,,82 W,"Sep 9th, 2003"
Opteron 142,SledgeHammer,1,1600 MHz,Socket 940,130 nm,,82 W,"Sep 9th, 2003"
Opteron 144,SledgeHammer,1,1800 MHz,Socket 940,130 nm,,82 W,"Sep 9th, 2003"
Opteron 146,SledgeHammer,1,2000 MHz,Socket 940,130 nm,,89 W,"Sep 9th, 2003"
Opteron 840,SledgeHammer,1,1400 MHz,Socket 940,130 nm,,82 W,"Sep 9th, 2003"
Opteron 842,SledgeHammer,1,1600 MHz,Socket 940,130 nm,,82 W,"Sep 9th, 2003"
Opteron 844,SledgeHammer,1,1800 MHz,Socket 940,130 nm,,82 W,"Sep 9th, 2003"
Opteron 846,SledgeHammer,1,2000 MHz,Socket 940,130 nm,,89 W,"Sep 9th, 2003"
Athlon XP 2000+,Thorton,1,1667 MHz,Socket A,130 nm,,60 W,"Sep 1st, 2003"
Athlon XP 2000+,Thorton,1,1667 MHz,Socket A,130 nm,,60 W,"Sep 1st, 2003"
Athlon XP 2200+,Thorton,1,1800 MHz,Socket A,130 nm,,63 W,"Sep 1st, 2003"
Athlon XP 2200+,Thorton,1,1800 MHz,Socket A,130 nm,,63 W,"Sep 1st, 2003"
Athlon XP 2400+,Thorton,1,2000 MHz,Socket A,130 nm,,68 W,"Sep 1st, 2003"
Athlon XP 2400+,Thorton,1,2000 MHz,Socket A,130 nm,,68 W,"Sep 1st, 2003"
Athlon XP 2600+,Thorton,1,2.133 GHz,Socket A,130 nm,,68 W,"Sep 1st, 2003"
Athlon XP 2600+,Thorton,1,2.083 GHz,Socket A,130 nm,,68 W,"Sep 1st, 2003"
Opteron 240,SledgeHammer,1,1400 MHz,Socket 940,130 nm,,82 W,"Aug 5th, 2003"
Opteron 242,SledgeHammer,1,1600 MHz,Socket 940,130 nm,,82 W,"Aug 5th, 2003"
Opteron 244,SledgeHammer,1,1800 MHz,Socket 940,130 nm,,82 W,"Aug 5th, 2003"
Opteron 246,SledgeHammer,1,2000 MHz,Socket 940,130 nm,,89 W,"Aug 5th, 2003"
Mobile Athlon 64 2800+,Clawhammer,1,1800 MHz,Socket 754,130 nm,,82 W,"Aug 1st, 2003"
Mobile Athlon 64 3000+,Clawhammer,1,1800 MHz,Socket 754,130 nm,,82 W,"Aug 1st, 2003"
Mobile Athlon 64 3200+,Clawhammer,1,2000 MHz,Socket 754,130 nm,,82 W,"Aug 1st, 2003"
Opteron 140,SledgeHammer,1,1400 MHz,Socket 940,130 nm,,85 W,"Jun 30th, 2003"
Opteron 142,SledgeHammer,1,1600 MHz,Socket 940,130 nm,,85 W,"Jun 30th, 2003"
Opteron 144,SledgeHammer,1,1800 MHz,Socket 940,130 nm,,85 W,"Jun 30th, 2003"
Opteron 840,SledgeHammer,1,1400 MHz,Socket 940,130 nm,,85 W,"Jun 30th, 2003"
Opteron 842,SledgeHammer,1,1600 MHz,Socket 940,130 nm,,85 W,"Jun 30th, 2003"
Opteron 844,SledgeHammer,1,1800 MHz,Socket 940,130 nm,,85 W,"Jun 30th, 2003"
Athlon XP 3000+ (400FSB),Barton,1,2.1 GHz,Socket A,130 nm,,68 W,"May 13th, 2003"
Athlon XP 3200+ (333FSB),Barton,1,2.333 GHz,Socket A,130 nm,,79 W,"May 13th, 2003"
Athlon XP 3200+ (400FSB),Barton,1,2.2 GHz,Socket A,130 nm,,77 W,"May 13th, 2003"
Opteron 240,SledgeHammer,1,1400 MHz,Socket 940,130 nm,,85 W,"Apr 22nd, 2003"
Opteron 242,SledgeHammer,1,1600 MHz,Socket 940,130 nm,,85 W,"Apr 22nd, 2003"
Opteron 244,SledgeHammer,1,1800 MHz,Socket 940,130 nm,,85 W,"Apr 22nd, 2003"
Athlon XP 2500+,Barton,1,1833 MHz,Socket A,130 nm,,68 W,"Feb 10th, 2003"
Athlon XP 2500+ DTR,Barton,1,1833 MHz,Socket A,130 nm,,68 W,"Feb 10th, 2003"
Athlon XP 2800+,Barton,1,2.083 GHz,Socket A,130 nm,,68 W,"Feb 10th, 2003"
Athlon XP 3000+ (333FSB),Barton,1,2.167 GHz,Socket A,130 nm,,68 W,"Feb 10th, 2003"
Celeron 2.80,Northwood,1,2.8 GHz,Socket 478,130 nm,,73 W,"Nov 3rd, 2003"
Pentium 4 HT EE 3.20,Gallatin,1 / 2,3.2 GHz,Socket 478,130 nm,2MB,110 W,"Nov 3rd, 2003"
Xeon 3.20,Gallatin,1,3.2 GHz,Socket 604,130 nm,1MB,97 W,"Oct 6th, 2003"
Celeron 2.70,Northwood,1,2.7 GHz,Socket 478,130 nm,,73 W,"Sep 24th, 2003"
Mobile Pentium 4 HT 2.66,Northwood,1 / 2,2.667 GHz,Socket 478,130 nm,,66 W,"Sep 23rd, 2003"
Mobile Pentium 4 HT 2.80,Northwood,1 / 2,2.8 GHz,Socket 478,130 nm,,68 W,"Sep 23rd, 2003"
Mobile Pentium 4 HT 3.06,Northwood,1 / 2,3.067 GHz,Socket 478,130 nm,,70 W,"Sep 23rd, 2003"
Mobile Pentium 4 HT 3.20,Northwood,1 / 2,3.2 GHz,Socket 478,130 nm,,76 W,"Sep 23rd, 2003"
Xeon 3.06,Gallatin,1,3.066 GHz,Socket 604,130 nm,2MB,97 W,"Jul 14th, 2003"
Xeon 3.06,Gallatin,1,3.066 GHz,Socket 604,130 nm,1MB,97 W,"Jul 14th, 2003"
Celeron 2.60,Northwood,1,2.6 GHz,Socket 478,130 nm,,73 W,"Jun 25th, 2003"
Pentium 4 HT 3.20,Northwood,1 / 2,3.2 GHz,Socket 478,130 nm,,82 W,"Jun 23rd, 2003"
Mobile Pentium 4 2.40,Northwood,1 / 2,2.4 GHz,Socket 478,130 nm,,60 W,"Jun 11th, 2003"
Mobile Pentium 4 2.66,Northwood,1 / 2,2.667 GHz,Socket 478,130 nm,,66 W,"Jun 11th, 2003"
Mobile Pentium 4 2.80,Northwood,1 / 2,2.8 GHz,Socket 478,130 nm,,68 W,"Jun 11th, 2003"
Mobile Pentium 4 3.06,Northwood,1 / 2,3.067 GHz,Socket 478,130 nm,,70 W,"Jun 11th, 2003"
Pentium 4-M 2.60,Northwood,1,2.6 GHz,Socket 478,130 nm,,35 W,"Jun 11th, 2003"
Pentium M 1.70,Banias,1,1700 MHz,Socket 478,130 nm,,24 W,"Jun 2nd, 2003"
Pentium 4 HT 3.06,Northwood,1 / 2,3.06 GHz,Socket 478,130 nm,,110 W,"Jun 1st, 2003"
Pentium 4 HT 2.40,Northwood,1 / 2,2.4 GHz,Socket 478,130 nm,,66 W,"May 21st, 2003"
Pentium 4 HT 2.60,Northwood,1 / 2,2.6 GHz,Socket 478,130 nm,,69 W,"May 21st, 2003"
Pentium 4 HT 2.80,Northwood,1 / 2,2.8 GHz,Socket 478,130 nm,,70 W,"May 21st, 2003"
Pentium 4-M 2.50,Northwood,1,2.5 GHz,Socket 478,130 nm,,35 W,"Apr 16th, 2003"
Pentium 4 HT 3.00,Northwood,1 / 2,3 GHz,Socket 478,130 nm,,82 W,"Apr 14th, 2003"
Celeron 2.30,Northwood,1,2.3 GHz,Socket 478,130 nm,,73 W,"Mar 31st, 2003"
Celeron 2.40,Northwood,1,2.4 GHz,Socket 478,130 nm,,73 W,"Mar 31st, 2003"
Pentium M 1.30,Banias,1,1300 MHz,Socket 478,130 nm,,24 W,"Mar 12th, 2003"
Pentium M 1.40,Banias,1,1400 MHz,Socket 478,130 nm,,24 W,"Mar 12th, 2003"
Pentium M 1.50,Banias,1,1500 MHz,Socket 478,130 nm,,24 W,"Mar 12th, 2003"
Pentium M 1.60,Banias,1,1600 MHz,Socket 478,130 nm,,24 W,"Mar 12th, 2003"
Xeon 3.06,Prestonia,1,3.066 GHz,Socket 604,130 nm,,89 W,"Mar 10th, 2003"
Pentium 4-M 2.40,Northwood,1,2.4 GHz,Socket 478,130 nm,,35 W,"Jan 14th, 2003"
Opteron 148 HE,Venus,1,2.2 GHz,Socket 940,90 nm,,55 W,"Dec 1st, 2004"
Opteron 242,Troy,1,1600 MHz,Socket 940,90 nm,,85 W,"Dec 1st, 2004"
Opteron 244,Troy,1,1800 MHz,Socket 940,90 nm,,85 W,"Dec 1st, 2004"
Opteron 246,Troy,1,2000 MHz,Socket 940,90 nm,,85 W,"Dec 1st, 2004"
Opteron 246,Troy,1,2000 MHz,Socket 940,90 nm,,85 W,"Dec 1st, 2004"
Opteron 248,Troy,1,2.2 GHz,Socket 940,90 nm,,85 W,"Dec 1st, 2004"
Opteron 248,Troy,1,2.2 GHz,Socket 940,90 nm,,85 W,"Dec 1st, 2004"
Opteron 250,Troy,1,2.4 GHz,Socket 940,90 nm,,85 W,"Dec 1st, 2004"
Opteron 842,Athens,1,1600 MHz,Socket 940,90 nm,,85 W,"Dec 1st, 2004"
Opteron 844,Athens,1,1800 MHz,Socket 940,90 nm,,85 W,"Dec 1st, 2004"
Opteron 846,Athens,1,2000 MHz,Socket 940,90 nm,,85 W,"Dec 1st, 2004"
Opteron 846,Athens,1,2000 MHz,Socket 940,90 nm,,85 W,"Dec 1st, 2004"
Opteron 848,Athens,1,2.2 GHz,Socket 940,90 nm,,85 W,"Dec 1st, 2004"
Opteron 850,Athens,1,2.4 GHz,Socket 940,90 nm,,85 W,"Dec 1st, 2004"
Sempron 3000+,Sonora,1,1800 MHz,Socket 754,90 nm,,25 W,"Nov 23rd, 2004"
Athlon 64 4000+,San Diego,1,2.4 GHz,Socket 939,90 nm,,89 W,"Oct 19th, 2004"
Athlon 64 4000+,Clawhammer,1,2.4 GHz,Socket 939,130 nm,,89 W,"Oct 19th, 2004"
Athlon 64 3000+,Winchester,1,1800 MHz,Socket 939,90 nm,,67 W,"Oct 14th, 2004"
Athlon 64 3200+,Winchester,1,2000 MHz,Socket 939,90 nm,,67 W,"Oct 14th, 2004"
Athlon 64 3500+,Winchester,1,2.2 GHz,Socket 939,90 nm,,67 W,"Oct 14th, 2004"
Athlon 64 FX-55,San Diego,1,2.6 GHz,Socket 939,90 nm,,104 W,"Oct 10th, 2004"
Athlon 64 FX-55,Clawhammer,1,2.6 GHz,Socket 939,130 nm,,104 W,"Oct 10th, 2004"
Sempron 3000+,Barton,1,2000 MHz,Socket A,130 nm,,62 W,"Sep 17th, 2004"
Mobile Athlon 64 2700+,Clawhammer,1,1600 MHz,Socket 754,130 nm,,82 W,"Aug 1st, 2004"
Mobile Athlon 64 2800+,Clawhammer,1,1800 MHz,Socket 754,130 nm,,62 W,"Aug 1st, 2004"
Mobile Athlon 64 2800+,Odessa,1,1800 MHz,Socket 754,130 nm,,35 W,"Aug 1st, 2004"
Mobile Athlon 64 2800+,Odessa,1,1800 MHz,Socket 754,130 nm,,82 W,"Aug 1st, 2004"
Mobile Athlon 64 3000+,Clawhammer,1,1800 MHz,Socket 754,130 nm,,62 W,"Aug 1st, 2004"
Mobile Athlon 64 3000+,Odessa,1,2000 MHz,Socket 754,130 nm,,35 W,"Aug 1st, 2004"
Mobile Athlon 64 3200+,Clawhammer,1,2000 MHz,Socket 754,130 nm,,62 W,"Aug 1st, 2004"
Sempron 2200+,Thorton,1,1500 MHz,Socket A,130 nm,,62 W,"Aug 1st, 2004"
Sempron 2400+,Thorton,1,1667 MHz,Socket A,130 nm,,62 W,"Aug 1st, 2004"
Sempron 2600+,Palermo,1,1600 MHz,Socket 754,90 nm,,62 W,"Aug 1st, 2004"
Sempron 2800+,Thorton,1,1992 MHz,Socket A,130 nm,,62 W,"Aug 1st, 2004"
Sempron 2800+,Palermo,1,1600 MHz,Socket 754,90 nm,,62 W,"Aug 1st, 2004"
Sempron 2200+,Thoroughbred,1,1500 MHz,Socket A,130 nm,,62 W,"Jul 28th, 2004"
Sempron 2300+,Thoroughbred,1,1583 MHz,Socket A,130 nm,,62 W,"Jul 28th, 2004"
Sempron 2400+,Thoroughbred,1,1667 MHz,Socket A,130 nm,,62 W,"Jul 28th, 2004"
Sempron 2500+,Thoroughbred,1,1750 MHz,Socket A,130 nm,,62 W,"Jul 28th, 2004"
Sempron 2600+,Sonora,1,1600 MHz,Socket 754,90 nm,,25 W,"Jul 28th, 2004"
