Name,Codename,Cores,Clock,Socket,Process,L3 Cache,TDP,Released
Core i3-8109U,Kaby Lake-R,2 / 4,3 to 3.6 GHz,BGA 1356,14 nm,4MB,28 W,"Apr 5th, 2018"
Core i5-8259U,Coffee Lake-U,4 / 8,2.3 to 3.8 GHz,BGA 1356,14 nm,6MB,28 W,"Apr 5th, 2018"
Core i5-8269U,Kaby Lake-R,4 / 8,2.6 to 4.2 GHz,BGA 1356,14 nm,6MB,28 W,"Apr 5th, 2018"
Core i7-8559U,Kaby Lake-R,4 / 8,2.7 to 4.5 GHz,BGA 1356,14 nm,8MB,28 W,"Apr 5th, 2018"
Celeron G4900,Coffee Lake,2,3.1 GHz,Socket 1151,14 nm,6MB,51 W,"Apr 3rd, 2018"
Celeron G4920,Coffee Lake,2,3.2 GHz,Socket 1151,14 nm,6MB,51 W,"Apr 3rd, 2018"
Core i3-8100T,Coffee Lake,4,3.1 GHz,Socket 1151,14 nm,6MB,35 W,"Apr 2nd, 2018"
Core i3-8300T,Coffee Lake,4,3.2 GHz,Socket 1151,14 nm,8MB,35 W,"Apr 2nd, 2018"
Core i5-8300H,Coffee Lake-H,4 / 8,2.3 to 3.9 GHz,BGA 1440,14 nm,12MB,45 W,"Apr 2nd, 2018"
Core i5-8400H,Coffee Lake-H,4 / 8,2.5 to 4.1 GHz,BGA 1440,14 nm,12MB,45 W,"Apr 2nd, 2018"
Core i5-8400T,Coffee Lake,6,1.7 to 3.3 GHz,Socket 1151,14 nm,9MB,35 W,"Apr 2nd, 2018"
Core i5-8500T,Coffee Lake,6,2.1 to 3.5 GHz,Socket 1151,14 nm,9MB,35 W,"Apr 2nd, 2018"
Core i5-8600T,Coffee Lake,6,2.3 to 3.7 GHz,Socket 1151,14 nm,9MB,35 W,"Apr 2nd, 2018"
Core i7-8700T,Coffee Lake,6 / 12,2.4 to 4 GHz,Socket 1151,14 nm,12MB,35 W,"Apr 2nd, 2018"
Core i7-8750H,Coffee Lake-H,6 / 12,2.2 to 4.1 GHz,BGA 1440,14 nm,12MB,45 W,"Apr 2nd, 2018"
Core i7-8850H,Coffee Lake-H,6 / 12,2.7 to 4.3 GHz,BGA 1440,14 nm,12MB,45 W,"Apr 2nd, 2018"
Core i9-8950HK,Coffee Lake-H,6 / 12,2.9 to 4.7 GHz,BGA 1440,14 nm,12MB,95 W,"Apr 2nd, 2018"
Pentium Gold G5400,Coffee Lake,2 / 4,3.7 GHz,Socket 1151,14 nm,4MB,51 W,"Apr 2nd, 2018"
Pentium Gold G5500,Coffee Lake,2 / 4,3.8 GHz,Socket 1151,14 nm,4MB,51 W,"Apr 2nd, 2018"
Pentium Gold G5600,Coffee Lake,2 / 4,3.9 GHz,Socket 1151,14 nm,4MB,51 W,"Apr 2nd, 2018"
Core i3-8300,Coffee Lake,4,3.7 GHz,Socket 1151,14 nm,8MB,62 W,"Feb 14th, 2018"
Core i5-8500,Coffee Lake,6,3 to 4.1 GHz,Socket 1151,14 nm,9MB,65 W,"Feb 14th, 2018"
Ryzen 9 3950X,Matisse,16 / 32,3.5 to 4.7 GHz,Socket AM4,7 nm,64MB,105 W,"Nov 25th, 2019"
Ryzen Threadripper 3960X,Matisse,24 / 48,3.8 to 4.5 GHz,Socket TRX4,7 nm,128MB,280 W,"Nov 25th, 2019"
Ryzen Threadripper 3970X,Matisse,32 / 64,3.7 to 4.5 GHz,Socket TRX4,7 nm,128MB,280 W,"Nov 25th, 2019"
Athlon 3000G,Zen,2 / 4,3.5 GHz,Socket AM4,14 nm,4MB,35 W,"Nov 20th, 2019"
Ryzen 5 3580U,Picasso,4 / 8,2.1 to 3.7 GHz,Socket FP5,12 nm,4MB,15 W,"Oct 22nd, 2019"
Ryzen 7 3780U,Picasso,4 / 8,2.3 to 4 GHz,Socket FP5,12 nm,4MB,15 W,"Oct 22nd, 2019"
Ryzen 5 1600AF,Zen,6 / 12,3.2 to 3.6 GHz,Socket AM4,12 nm,16MB,65 W,"Oct 11th, 2019"
Ryzen 5 3500X,Matisse,6,3.6 to 4.1 GHz,Socket AM4,7 nm,32MB,65 W,"Sep 24th, 2019"
EPYC 7H12,Rome,64 / 128,2.6 to 3.3 GHz,Socket SP3,7 nm,256MB,280 W,"Sep 18th, 2019"
EPYC 7232P,Rome,8 / 16,3.1 to 3.2 GHz,Socket SP3,7 nm,32MB,120 W,"Aug 7th, 2019"
EPYC 7252,Rome,8 / 16,2.8 to 3.2 GHz,Socket SP3,7 nm,64MB,120 W,"Aug 7th, 2019"
EPYC 7262,Rome,8 / 16,3.1 to 3.3 GHz,Socket SP3,7 nm,128MB,155 W,"Aug 7th, 2019"
EPYC 7272,Rome,12 / 24,2.6 to 3.2 GHz,Socket SP3,7 nm,64MB,120 W,"Aug 7th, 2019"
EPYC 7282,Rome,16 / 32,2.8 to 3.2 GHz,Socket SP3,7 nm,64MB,120 W,"Aug 7th, 2019"
EPYC 7302,Rome,16 / 32,3 to 3.3 GHz,Socket SP3,7 nm,128MB,155 W,"Aug 7th, 2019"
EPYC 7302P,Rome,16 / 32,3 to 3.3 GHz,Socket SP3,7 nm,128MB,155 W,"Aug 7th, 2019"
EPYC 7352,Rome,24 / 48,2.4 to 3.3 GHz,Socket SP3,7 nm,128MB,155 W,"Aug 7th, 2019"
EPYC 7402,Rome,24 / 48,2.8 to 3.35 GHz,Socket SP3,7 nm,128MB,180 W,"Aug 7th, 2019"
EPYC 7402P,Rome,24 / 48,2.8 to 3.35 GHz,Socket SP3,7 nm,128MB,180 W,"Aug 7th, 2019"
EPYC 7452,Rome,32 / 64,2.2 to 3.35 GHz,Socket SP3,7 nm,128MB,155 W,"Aug 7th, 2019"
EPYC 7502,Rome,32 / 64,2.5 to 3.35 GHz,Socket SP3,7 nm,128MB,180 W,"Aug 7th, 2019"
EPYC 7502P,Rome,32 / 64,2.5 to 3.35 GHz,Socket SP3,7 nm,128MB,180 W,"Aug 7th, 2019"
EPYC 7542,Rome,32 / 64,2.9 to 3.4 GHz,Socket SP3,7 nm,128MB,225 W,"Aug 7th, 2019"
EPYC 7552,Rome,48 / 96,2.2 to 3.35 GHz,Socket SP3,7 nm,192MB,200 W,"Aug 7th, 2019"
EPYC 7642,Rome,48 / 96,2.4 to 3.4 GHz,Socket SP3,7 nm,256MB,225 W,"Aug 7th, 2019"
EPYC 7702,Rome,64 / 128,2 to 3.35 GHz,Socket SP3,7 nm,256MB,200 W,"Aug 7th, 2019"
EPYC 7702P,Rome,64 / 128,2 to 3.35 GHz,Socket SP3,7 nm,256MB,200 W,"Aug 7th, 2019"
EPYC 7742,Rome,64 / 128,2.25 to 3.4 GHz,Socket SP3,7 nm,256MB,225 W,"Aug 7th, 2019"
Ryzen 3 3200G,Picasso,4,3.6 to 4 GHz,Socket AM4,12 nm,4MB,65 W,"Jul 7th, 2019"
Ryzen 5 3400G,Picasso,4 / 8,3.7 to 4.2 GHz,Socket AM4,12 nm,4MB,65 W,"Jul 7th, 2019"
Ryzen 5 3600,Matisse,6 / 12,3.6 to 4.2 GHz,Socket AM4,7 nm,32MB,65 W,"Jul 7th, 2019"
Ryzen 5 3600X,Matisse,6 / 12,3.8 to 4.4 GHz,Socket AM4,7 nm,32MB,95 W,"Jul 7th, 2019"
Ryzen 5 3600XT,Matisse 2,6 / 12,3.8 to 4.5 GHz,Socket AM4,7 nm,32MB,95 W,"Jul 7th, 2019"
Ryzen 7 3700X,Matisse,8 / 16,3.6 to 4.4 GHz,Socket AM4,7 nm,32MB,65 W,"Jul 7th, 2019"
Ryzen 7 3800X,Matisse,8 / 16,3.9 to 4.5 GHz,Socket AM4,7 nm,32MB,105 W,"Jul 7th, 2019"
Ryzen 9 3900X,Matisse,12 / 24,3.8 to 4.6 GHz,Socket AM4,7 nm,64MB,105 W,"Jul 7th, 2019"
Ryzen 7 2700X 50th Anniversary,Zen,8 / 16,3.7 to 4.35 GHz,Socket AM4,12 nm,16MB,105 W,"Apr 29th, 2019"
Athlon PRO 300U,Raven Ridge 2,2 / 4,2.4 to 3.3 GHz,Socket FP5,14 nm,4MB,15 W,"Apr 8th, 2019"
Ryzen 3 PRO 3300U,Picasso,4,2.1 to 3.5 GHz,Socket FP5,12 nm,4MB,15 W,"Apr 8th, 2019"
Ryzen 5 PRO 3500U,Picasso,4 / 8,2.1 to 3.7 GHz,Socket FP5,12 nm,4MB,15 W,"Apr 8th, 2019"
Ryzen 7 PRO 3700U,Picasso,4 / 8,2.3 to 4 GHz,Socket FP5,12 nm,4MB,15 W,"Apr 8th, 2019"
A6-9400,Bristol Ridge,2,3.4 to 3.7 GHz,Socket AM4,28 nm,,65 W,"Mar 16th, 2019"
Ryzen 3 PRO 2300U,Raven Ridge,4,2 to 3.4 GHz,Socket FP5,14 nm,4MB,15 W,"Jan 8th, 2019"
Ryzen 5 PRO 2500U,Raven Ridge,4 / 8,2 to 3.6 GHz,Socket FP5,14 nm,4MB,15 W,"Jan 8th, 2019"
A6-9120C SoC,Stoney Ridge,2,1.6 to 2.4 GHz,Socket FT4,28 nm,,6 W,"Jan 7th, 2019"
A6-9220C SoC,Stoney Ridge,2,1.8 to 2.7 GHz,Socket FT4,28 nm,,6 W,"Jan 7th, 2019"
Athlon 300U,Raven Ridge 2,2 / 4,2.4 to 3.3 GHz,Socket FP5,14 nm,4MB,15 W,"Jan 6th, 2019"
Ryzen 3 3200U,Picasso,2 / 4,2.6 to 3.5 GHz,Socket FP5,12 nm,4MB,15 W,"Jan 6th, 2019"
Ryzen 3 3300U,Picasso,4,2.1 to 3.5 GHz,Socket FP5,12 nm,4MB,15 W,"Jan 6th, 2019"
Ryzen 5 3500U,Picasso,4 / 8,2.1 to 3.7 GHz,Socket FP5,12 nm,4MB,15 W,"Jan 6th, 2019"
Ryzen 5 3550H,Picasso,4 / 8,2.1 to 3.7 GHz,Socket FP5,12 nm,4MB,35 W,"Jan 6th, 2019"
Ryzen 7 3700U,Picasso,4 / 8,2.3 to 4 GHz,Socket FP5,12 nm,4MB,15 W,"Jan 6th, 2019"
Core i9-9900KS,Coffee Lake-R,8 / 16,4 to 5 GHz,Socket 1151,14 nm,16MB,127 W,"Oct 28th, 2019"
Core i9-10900X,Cascade Lake-X,10 / 20,3.7 to 4.7 GHz,Socket 2066,14 nm,19.25MB,165 W,"Oct 19th, 2019"
Core i9-10920X,Cascade Lake-X,12 / 24,3.5 to 4.8 GHz,Socket 2066,14 nm,19.25MB,165 W,"Oct 19th, 2019"
Core i9-10940X,Cascade Lake-X,14 / 28,3.3 to 4.8 GHz,Socket 2066,14 nm,19.25MB,165 W,"Oct 19th, 2019"
Core i9-10980XE,Cascade Lake-X,18 / 36,3 to 4.8 GHz,Socket 2066,14 nm,24.75MB,165 W,"Oct 19th, 2019"
Core i3-10110U,Comet Lake-U,2 / 4,2.1 to 4.1 GHz,BGA 1440,14 nm,4MB,25 W,"Aug 21st, 2019"
Core i3-10110Y,Comet Lake-Y,2 / 4,1 to 4 GHz,BGA 1440,14 nm,4MB,9 W,"Aug 21st, 2019"
Core i5-10210U,Comet Lake-U,4 / 8,1.6 to 4.2 GHz,BGA 1440,14 nm,6MB,25 W,"Aug 21st, 2019"
Core i5-10210Y,Comet Lake-Y,4 / 8,1 to 4 GHz,BGA 1440,14 nm,6MB,9 W,"Aug 21st, 2019"
Core i5-10310Y,Comet Lake-Y,4 / 8,1.1 to 4.1 GHz,BGA 1440,14 nm,6MB,9 W,"Aug 21st, 2019"
Core i7-10510U,Comet Lake-U,4 / 8,1.8 to 4.9 GHz,BGA 1440,14 nm,8MB,25 W,"Aug 21st, 2019"
Core i7-10510Y,Comet Lake-Y,4 / 8,1.2 to 4.5 GHz,BGA 1440,14 nm,8MB,9 W,"Aug 21st, 2019"
Core i7-10710U,Comet Lake-U,6 / 12,1.1 to 4.7 GHz,BGA 1440,14 nm,12MB,25 W,"Aug 21st, 2019"
Core i3-1000G1,Ice Lake-Y,2 / 4,1.1 to 3.2 GHz,BGA 1440,10 nm,4MB,9 W,"Aug 1st, 2019"
Core i3-1000G4,Ice Lake-Y,2 / 4,1.1 to 3.2 GHz,BGA 1440,10 nm,4MB,9 W,"Aug 1st, 2019"
Core i3-1005G1,Ice Lake-U,2 / 4,1.2 to 3.4 GHz,BGA 1526,10 nm,4MB,15 W,"Aug 1st, 2019"
Core i5-1030G4,Ice Lake-Y,4 / 8,0.7 to 3.5 GHz,BGA 1440,10 nm,6MB,9 W,"Aug 1st, 2019"
Core i5-1030G7,Ice Lake-Y,4 / 8,0.8 to 3.5 GHz,BGA 1440,10 nm,6MB,9 W,"Aug 1st, 2019"
Core i5-1035G1,Ice Lake-U,4 / 8,1 to 3.6 GHz,BGA 1526,10 nm,6MB,15 W,"Aug 1st, 2019"
Core i5-1035G4,Ice Lake-U,4 / 8,1.1 to 3.7 GHz,BGA 1526,10 nm,6MB,15 W,"Aug 1st, 2019"
Core i5-1035G7,Ice Lake-U,4 / 8,1.2 to 3.7 GHz,BGA 1526,10 nm,6MB,15 W,"Aug 1st, 2019"
Core i7-1060G7,Ice Lake-Y,4 / 8,1 to 3.8 GHz,BGA 1440,10 nm,8MB,9 W,"Aug 1st, 2019"
Core i7-1065G7,Ice Lake-U,4 / 8,1.3 to 3.9 GHz,BGA 1526,10 nm,8MB,15 W,"Aug 1st, 2019"
Core i7-1068NG7,Ice Lake-U,4 / 8,2.3 to 4.1 GHz,BGA 1526,10 nm,8MB,28 W,"Aug 1st, 2019"
Core i7-9850HE,Coffee Lake-HR,6 / 12,2.7 to 4.4 GHz,BGA 1440,14 nm,9MB,45 W,Jun 2019
Core i7-9850HL,Coffee Lake-HR,6 / 12,1.9 to 4.1 GHz,BGA 1440,14 nm,9MB,25 W,Jun 2019
Core i3-9100F,Coffee Lake,4,3.6 to 4.2 GHz,Socket 1151,14 nm,6MB,65 W,"Apr 23rd, 2019"
Core i3-9300,Coffee Lake,4,3.7 to 4.3 GHz,Socket 1151,14 nm,8MB,62 W,"Apr 23rd, 2019"
Core i3-9320,Coffee Lake,4,3.7 to 4.4 GHz,Socket 1151,14 nm,8MB,62 W,"Apr 23rd, 2019"
Core i3-9350K,Coffee Lake,4,4 to 4.6 GHz,Socket 1151,14 nm,8MB,91 W,"Apr 23rd, 2019"
Core i5-9500F,Coffee Lake,6,3 to 4.4 GHz,Socket 1151,14 nm,9MB,65 W,"Apr 23rd, 2019"
Core i7-9700,Coffee Lake,8,3 to 4.7 GHz,Socket 1151,14 nm,12MB,65 W,"Apr 23rd, 2019"
Core i7-9700F,Coffee Lake,8,3 to 4.7 GHz,Socket 1151,14 nm,12MB,65 W,"Apr 23rd, 2019"
Core i7-9750H,Coffee Lake-HR,6 / 12,2.6 to 4.5 GHz,BGA 1440,14 nm,12MB,45 W,"Apr 23rd, 2019"
Core i7-9750HF,Coffee Lake-HR,6 / 12,2.6 to 4.5 GHz,BGA 1440,14 nm,12MB,45 W,"Apr 23rd, 2019"
Core i7-9850H,Coffee Lake-HR,6 / 12,2.6 to 4.6 GHz,BGA 1440,14 nm,12MB,45 W,"Apr 23rd, 2019"
Core i9-9880H,Coffee Lake-HR,8 / 16,2.3 to 4.8 GHz,BGA 1440,14 nm,16MB,45 W,"Apr 23rd, 2019"
Core i9-9900,Coffee Lake-R,8 / 16,3.1 to 5 GHz,Socket 1151,14 nm,16MB,65 W,"Apr 23rd, 2019"
Core i9-9980HK,Coffee Lake-HR,8 / 16,2.4 to 5 GHz,BGA 1440,14 nm,16MB,45 W,"Apr 23rd, 2019"
Xeon Platinum 9221,Cascade Lake-AP,32 / 64,2.1 to 3.7 GHz,BGA 5903,14 nm,71.5MB,250 W,"Apr 2nd, 2019"
Xeon Platinum 9222,Cascade Lake-AP,32 / 64,2.3 to 3.7 GHz,BGA 5903,14 nm,71.5MB,250 W,"Apr 2nd, 2019"
Xeon Platinum 9242,Cascade Lake-AP,48 / 96,2.3 to 3.8 GHz,BGA 5903,14 nm,71.5MB,350 W,"Apr 2nd, 2019"
Xeon Platinum 9282,Cascade Lake-AP,56 / 112,2.6 to 3.8 GHz,BGA 5903,14 nm,77MB,400 W,"Apr 2nd, 2019"
Pentium Gold G5620,Coffee Lake,2 / 4,4 GHz,Socket 1151,14 nm,4MB,51 W,"Feb 20th, 2019"
Core i3-9350KF,Coffee Lake,4,4 to 4.6 GHz,Socket 1151,14 nm,8MB,91 W,"Jan 8th, 2019"
Core i5-9400F,Coffee Lake,6,2.9 to 4.1 GHz,Socket 1151,14 nm,9MB,65 W,"Jan 8th, 2019"
Core i5-9600KF,Coffee Lake,6,3.7 to 4.6 GHz,Socket 1151,14 nm,9MB,95 W,"Jan 8th, 2019"
Core i7-9700KF,Coffee Lake,8,3.6 to 4.9 GHz,Socket 1151,14 nm,12MB,95 W,"Jan 8th, 2019"
Core i9-9900KF,Coffee Lake-R,8 / 16,3.6 to 5 GHz,Socket 1151,14 nm,16MB,95 W,"Jan 8th, 2019"
Ryzen 5 5600X,Vermeer,6 / 12,3.7 to 4.6 GHz,Socket AM4,7 nm,32MB,65 W,"Nov 5th, 2020"
Ryzen 7 5800X,Vermeer,8 / 16,3.8 to 4.7 GHz,Socket AM4,7 nm,32MB,105 W,"Nov 5th, 2020"
Ryzen 9 5900X,Vermeer,12 / 24,3.7 to 4.8 GHz,Socket AM4,7 nm,64MB,105 W,"Nov 5th, 2020"
Ryzen 9 5950X,Vermeer,16 / 32,3.4 to 4.9 GHz,Socket AM4,7 nm,64MB,105 W,"Nov 5th, 2020"
Athlon Gold 3150G,Dali,4,3.5 to 3.9 GHz,Socket AM4,12 nm,4MB,65 W,"Jul 21st, 2020"
Athlon Gold 3150GE,Dali,4,3.5 to 3.8 GHz,Socket AM4,12 nm,4MB,35 W,"Jul 21st, 2020"
Athlon Gold PRO 3150G,Dali,4,3.5 to 3.9 GHz,Socket AM4,12 nm,4MB,65 W,"Jul 21st, 2020"
Athlon Gold PRO 3150GE,Dali,4,3.5 to 3.8 GHz,Socket AM4,12 nm,4MB,35 W,"Jul 21st, 2020"
Athlon Silver 3050GE,Dali,2 / 4,3.4 GHz,Socket AM4,12 nm,4MB,35 W,"Jul 21st, 2020"
Athlon Silver PRO 3125GE,Dali,2 / 4,3.4 GHz,Socket AM4,12 nm,4MB,35 W,"Jul 21st, 2020"
Ryzen 3 4300G,Renoir,4 / 8,3.8 to 4 GHz,Socket AM4,7 nm,4MB,65 W,"Jul 21st, 2020"
Ryzen 3 4300GE,Renoir,4 / 8,3.5 to 4 GHz,Socket AM4,7 nm,4MB,35 W,"Jul 21st, 2020"
Ryzen 3 PRO 4350G,Renoir,4 / 8,3.8 to 4 GHz,Socket AM4,7 nm,4MB,65 W,"Jul 21st, 2020"
Ryzen 3 PRO 4350GE,Renoir,4 / 8,3.5 to 4 GHz,Socket AM4,7 nm,4MB,35 W,"Jul 21st, 2020"
Ryzen 5 4600G,Renoir,6 / 12,3.7 to 4.2 GHz,Socket AM4,7 nm,8MB,65 W,"Jul 21st, 2020"
Ryzen 5 4600GE,Renoir,6 / 12,3.3 to 4.2 GHz,Socket AM4,7 nm,8MB,35 W,"Jul 21st, 2020"
Ryzen 5 PRO 4650G,Renoir,6 / 12,3.7 to 4.2 GHz,Socket AM4,7 nm,8MB,65 W,"Jul 21st, 2020"
Ryzen 5 PRO 4650GE,Renoir,6 / 12,3.3 to 4.2 GHz,Socket AM4,7 nm,8MB,35 W,"Jul 21st, 2020"
Ryzen 7 4700G,Renoir,8 / 16,3.6 to 4.4 GHz,Socket AM4,7 nm,8MB,65 W,"Jul 21st, 2020"
Ryzen 7 4700GE,Renoir,8 / 16,3.1 to 4.3 GHz,Socket AM4,7 nm,8MB,35 W,"Jul 21st, 2020"
Ryzen 7 PRO 4750G,Renoir,8 / 16,3.6 to 4.4 GHz,Socket AM4,7 nm,8MB,65 W,"Jul 21st, 2020"
Ryzen 7 PRO 4750GE,Renoir,8 / 16,3.1 to 4.3 GHz,Socket AM4,7 nm,8MB,35 W,"Jul 21st, 2020"
Ryzen Threadripper PRO 3945WX,Matisse,12 / 24,4 to 4.3 GHz,Socket WRX8,7 nm,64MB,280 W,"Jul 14th, 2020"
Ryzen Threadripper PRO 3955WX,Matisse,16 / 32,3.9 to 4.3 GHz,Socket WRX8,7 nm,64MB,280 W,"Jul 14th, 2020"
Ryzen Threadripper PRO 3975WX,Matisse,32 / 64,3.5 to 4.2 GHz,Socket WRX8,7 nm,128MB,280 W,"Jul 14th, 2020"
Ryzen Threadripper PRO 3995WX,Matisse,64 / 128,2.7 to 4.2 GHz,Socket WRX8,7 nm,256MB,280 W,"Jul 14th, 2020"
Ryzen 7 3800XT,Matisse 2,8 / 16,3.8 to 4.7 GHz,Socket AM4,7 nm,32MB,105 W,"Jul 7th, 2020"
Ryzen 9 3900XT,Matisse 2,12 / 24,3.9 to 4.7 GHz,Socket AM4,7 nm,64MB,105 W,"Jul 7th, 2020"
Ryzen 3 PRO 4450U,Renoir,4 / 8,2.4 to 3.7 GHz,Socket FP6,7 nm,4MB,15 W,"May 7th, 2020"
Ryzen 5 PRO 4650U,Renoir,6 / 12,2.1 to 4 GHz,Socket FP6,7 nm,8MB,15 W,"May 7th, 2020"
Ryzen 7 4750U,Renoir,8 / 16,1.7 to 4.1 GHz,Socket FP6,7 nm,8MB,15 W,"May 7th, 2020"
Ryzen 3 3100,Matisse,4 / 8,3.6 to 3.9 GHz,Socket AM4,7 nm,16MB,65 W,"Apr 24th, 2020"
Ryzen 3 3300X,Matisse,4 / 8,3.8 to 4.3 GHz,Socket AM4,7 nm,16MB,65 W,"Apr 24th, 2020"
EPYC 7F32,Rome,8 / 16,3.7 to 3.9 GHz,Socket SP3,7 nm,128MB,180 W,"Apr 14th, 2020"
EPYC 7F52,Rome,16 / 32,3.5 to 3.9 GHz,Socket SP3,7 nm,256MB,155 W,"Apr 14th, 2020"
EPYC 7F72,Rome,24 / 48,3.2 to 3.7 GHz,Socket SP3,7 nm,192MB,240 W,"Apr 14th, 2020"
Ryzen 9 4900H,Renoir,8 / 16,3.3 to 4.4 GHz,Socket FP6,7 nm,12MB,54 W,"Mar 16th, 2020"
Ryzen 9 4900HS,Renoir,8 / 16,3 to 4.3 GHz,Socket FP6,7 nm,12MB,35 W,"Mar 7th, 2020"
Ryzen Threadripper 3990X,Matisse,64 / 128,2.9 to 4.3 GHz,Socket TRX4,7 nm,256MB,280 W,"Feb 7th, 2020"
Ryzen 3 3250U,Picasso,2 / 4,2.6 to 3.5 GHz,Socket FP5,12 nm,4MB,15 W,"Jan 6th, 2020"
Ryzen 3 4300U,Renoir,4,2.7 to 3.7 GHz,Socket FP6,7 nm,4MB,25 W,"Jan 6th, 2020"
Ryzen 5 4500U,Renoir,6,2.3 to 4 GHz,Socket FP6,7 nm,11MB,25 W,"Jan 6th, 2020"
Ryzen 5 4600H,Renoir,6 / 12,3 to 4 GHz,Socket FP6,7 nm,11MB,54 W,"Jan 6th, 2020"
Ryzen 5 4600HS,Renoir,6 / 12,3 to 4 GHz,Socket FP6,7 nm,11MB,35 W,"Jan 6th, 2020"
Ryzen 5 4600U,Renoir,6 / 12,2.1 to 4 GHz,Socket FP6,7 nm,11MB,25 W,"Jan 6th, 2020"
Ryzen 7 4700U,Renoir,8,1.8 to 4.2 GHz,Socket FP6,7 nm,12MB,25 W,"Jan 6th, 2020"
Ryzen 7 4800H,Renoir,8 / 16,2.9 to 4.2 GHz,Socket FP6,7 nm,12MB,54 W,"Jan 6th, 2020"
Ryzen 7 4800HS,Renoir,8 / 16,2.9 to 4.2 GHz,Socket FP6,7 nm,12MB,35 W,"Jan 6th, 2020"
Ryzen 7 4800U,Renoir,8 / 16,1.8 to 4.2 GHz,Socket FP6,7 nm,8MB,25 W,"Jan 6th, 2020"
Core i5-10200H,Comet Lake-H,4 / 8,2.4 to 4.1 GHz,BGA 1440,14 nm,6MB,45 W,"Sep 17th, 2020"
Core i5-10300H,Comet Lake-H,4 / 8,2.5 to 4.5 GHz,BGA 1440,14 nm,6MB,45 W,"Sep 17th, 2020"
Core i7-10870H,Comet Lake-H,8 / 16,2.2 to 5 GHz,BGA 1440,14 nm,12MB,45 W,"Sep 17th, 2020"
Core i3-1110G4,Tiger Lake-U,2 / 4,1.8 to 3.9 GHz,BGA 1598,10 nm,6MB,15 W,"Sep 2nd, 2020"
Core i3-1115G4,Tiger Lake-U,2 / 4,3 to 4.1 GHz,BGA 1449,10 nm,6MB,28 W,"Sep 2nd, 2020"
Core i3-1120G4,Tiger Lake-U,4 / 8,1.1 to 3.5 GHz,BGA 1598,10 nm,8MB,15 W,"Sep 2nd, 2020"
Core i3-1125G4,Tiger Lake-U,4 / 8,2 to 3.7 GHz,BGA 1449,10 nm,8MB,28 W,"Sep 2nd, 2020"
Core i5-1130G7,Tiger Lake-U,4 / 8,1.1 to 4 GHz,BGA 1598,10 nm,8MB,15 W,"Sep 2nd, 2020"
Core i5-1135G7,Tiger Lake-U,4 / 8,2.4 to 4.2 GHz,BGA 1449,10 nm,8MB,28 W,"Sep 2nd, 2020"
Core i5-1145G7,Tiger Lake-U,4 / 8,2.6 to 4.4 GHz,BGA 1449,10 nm,8MB,28 W,"Sep 2nd, 2020"
Core i7-1160G7,Tiger Lake-U,4 / 8,1.2 to 4.4 GHz,BGA 1598,10 nm,12MB,15 W,"Sep 2nd, 2020"
Core i7-1165G7,Tiger Lake-U,4 / 8,2.8 to 4.7 GHz,BGA 1449,10 nm,12MB,28 W,"Sep 2nd, 2020"
Core i7-1185G7,Tiger Lake-U,4 / 8,3 to 4.8 GHz,BGA 1449,10 nm,12MB,28 W,"Sep 2nd, 2020"
Core i9-10850K,Comet Lake,10 / 20,3.6 to 5.2 GHz,Socket 1200,14 nm,20MB,125 W,"Jul 27th, 2020"
Core i5-1038NG7,Ice Lake-U,4 / 8,2 to 3.8 GHz,BGA 1526,10 nm,6MB,28 W,"May 4th, 2020"
Celeron G5900,Comet Lake,2,3.4 GHz,Socket 1200,14 nm,2MB,58 W,"Apr 30th, 2020"
Celeron G5920,Comet Lake,2,3.5 GHz,Socket 1200,14 nm,2MB,58 W,"Apr 30th, 2020"
Core i3-10100,Comet Lake,4 / 8,3.6 to 4.3 GHz,Socket 1200,14 nm,6MB,65 W,"Apr 30th, 2020"
Core i3-10300,Comet Lake,4 / 8,3.7 to 4.4 GHz,Socket 1200,14 nm,8MB,62 W,"Apr 30th, 2020"
Core i3-10320,Comet Lake,4 / 8,3.8 to 4.6 GHz,Socket 1200,14 nm,8MB,91 W,"Apr 30th, 2020"
Core i3-10350K,Comet Lake,4 / 8,4.1 to 4.8 GHz,Socket 1200,14 nm,8MB,91 W,"Apr 30th, 2020"
Core i5-10400,Comet Lake,6 / 12,2.9 to 4.3 GHz,Socket 1200,14 nm,12MB,65 W,"Apr 30th, 2020"
Core i5-10400F,Comet Lake,6 / 12,2.9 to 4.3 GHz,Socket 1200,14 nm,12MB,65 W,"Apr 30th, 2020"
Core i5-10500,Comet Lake,6 / 12,3.1 to 4.5 GHz,Socket 1200,14 nm,12MB,65 W,"Apr 30th, 2020"
Core i5-10600,Comet Lake,6 / 12,3.3 to 4.8 GHz,Socket 1200,14 nm,12MB,65 W,"Apr 30th, 2020"
Core i5-10600K,Comet Lake,6 / 12,4.1 to 4.8 GHz,Socket 1200,14 nm,12MB,125 W,"Apr 30th, 2020"
Core i5-10600KF,Comet Lake,6 / 12,4.1 to 4.8 GHz,Socket 1200,14 nm,12MB,95 W,"Apr 30th, 2020"
Core i7-10700,Comet Lake,8 / 16,2.9 to 4.8 GHz,Socket 1200,14 nm,16MB,65 W,"Apr 30th, 2020"
Core i7-10700F,Comet Lake,8 / 16,2.9 to 4.8 GHz,Socket 1200,14 nm,16MB,65 W,"Apr 30th, 2020"
